Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005859~muscle myosin complex	7	1.5730337078651686	8.753406237555065E-7	MYL5, MYH1, MYL3, MYH3, MYH4, MYLPF, TTN	415	16	18224	19.212048192771086	3.2732395439238893E-4	3.2732395439238893E-4	0.0012089771214363054
GOTERM_MF_DIRECT	GO:0005524~ATP binding	65	14.606741573033707	1.9653393570703596E-6	VARS2, ADCY6, STK35, PIP5K1C, PPIP5K1, CAD, TTN, CAMKK1, TTL, NLRC5, DHX37, DHX34, SIK1, DHX30, SIK3, MYH1, ACTA1, MYH3, MYH4, MYLK2, ABCC10, PIM2, MCM5, GAK, EARS2, TUT1, UBE2O, PNKP, DDR1, KIF1A, CKM, HIPK2, MAP3K10, DDX31, CDK11B, FARSA, MAP3K14, SRCAP, EP400, STK11, ERBB3, DNAH17, STK10, HK1, MAPKAPK2, VARS, ABCA3, MOV10, PTK6, TGM2, DHX16, EHD4, KIF3B, PIF1, MAP2K3, ATP1A3, ATP11A, RAD54L, IKBKE, ATP13A1, P2RX6, CSNK1E, ATP2A1, GRK6, CDC42BPB	399	1495	16881	1.8394900294213794	0.0011883248615935926	0.0011883248615935926	0.0029059147903409688
GOTERM_MF_DIRECT	GO:0008307~structural constituent of muscle	9	2.0224719101123596	5.205107008848568E-6	MYL5, NEB, MYL3, PDLIM3, MYLPF, ACTN3, TPM2, TTN, PLEC	399	42	16881	9.066058002148226	0.003144144727897813	0.0015733100161523517	0.007696004057999861
UP_KEYWORDS	Polymorphism	301	67.64044943820224	6.488198799905489E-6	CYP24A1, KIAA0556, TRMT2A, LTBP4, RUSC1, ADCY6, UTRN, PDLIM3, VPS53, FSTL4, AQP1, CLPTM1L, MC1R, DHX37, INCENP, WDR77, DHX34, BCL7A, RAPGEF1, CHRNA3, MYH1, MYH3, MECP2, ABCC10, BSN, CCDC136, MYH4, MYLK2, ESPL1, PIM2, PNKP, GRB10, HNF4A, PARP12, ABAT, ASPRV1, DEAF1, PUS1, TNRC18, ERBB3, DNAH17, AKAP12, CEP164, PRRC2B, CDC37, ADAP1, URGCP, SERINC2, NMRAL1, HIP1, RHBDF2, MSTO1, ABR, PTPN18, IGFL4, MAP2K3, RHBDF1, ATP11A, RNF207, MCAM, GAS8, TINAGL1, RAD54L, ZNF526, NOP14, KCNJ5, BTBD16, YY1AP1, C1ORF64, NUP62, GRK6, FJX1, PPRC1, CDC42BPB, PPARA, ARSG, FOXA3, TCOF1, FERMT1, SOBP, GLI3, CAMKK1, CDT1, DNAJC11, AEN, SEMA3B, SIK1, FANCA, LAG3, SIK3, GOLGA3, CEACAM1, FBXL18, ARHGEF1, ZNF282, LTBR, POGZ, ZP3, ICAM3, FLOT1, ZNF142, FOSB, FLNC, LDLRAP1, MORC2, MXD3, CARD11, KIAA1161, FAM167A, CKM, H6PD, CLIC5, MAP3K10, TOP3A, CDK11B, RBM38, ADAM19, FARSA, MAP3K14, NHP2, WDR46, ADAM15, PRF1, SHROOM2, NKD2, FHL1, HK1, EHF, TRIM16, TRIM15, POLR2A, C12ORF45, NUP214, COL7A1, MDC1, ANKS6, WDR13, DHX16, COL6A1, USP36, MLLT6, FAM71F2, ETV4, PLEC, PPP1R18, SOAT2, RRP12, GPR75, DLGAP4, HSPG2, MARCH9, ITPR3, DUSP5, PYGM, CSNK1E, RAB36, RBM19, PBX4, DUSP6, PLXNA2, FGF14, TTN, IL17RD, RGL1, NLRC5, KRT80, PDE4A, IFRD2, TUBG2, MCM3AP, BST2, PTPRN2, SLC22A20, PNPLA2, ACTN3, PSD2, NTSR1, BICD1, EARS2, DDX31, PTGFRN, TNFAIP3, TNFAIP2, EP400, CGNL1, PACS2, ARFGAP3, MYL5, STK11, STK10, ITGB4, C14ORF169, SLC38A10, ORAOV1, MAPKAPK2, ABCA3, LLGL2, DOCK1, FBXW8, PELP1, TTYH2, PTK6, UBAP2L, B3GNT3, NDRG2, KRI1, CTRL, GABRE, TBL3, CCM2, TAF6, PIF1, NR4A1, DOCK6, CACNA2D4, PLEKHA4, IKBKE, B3GAT1, DNASE1, P2RX6, SLC4A11, POLD1, PRICKLE3, TSC2, PABPC1L, IER2, E2F1, IER3, IGDCC3, VARS2, CXORF38, ANO1, HR, NUP188, CAD, C17ORF53, LGR6, SH2D4A, NFATC2IP, ARHGAP4, POMT2, DES, PCBP4, HOMEZ, LOXL4, SHC1, DLG5, SLC43A1, FAM83F, FTSJ3, SLC43A3, EGR1, SOX13, CCDC88C, STXBP1, SLC9A3R1, MCM5, PADI1, GAK, TUT1, CD3EAP, CLEC16A, UBE2O, EML3, DDR1, DHRS4, ATG4B, TBCD, IPO4, HIPK2, UBD, NGFR, CTSB, ADAMTS14, ABLIM3, TPM2, CCDC57, VARS, CCNJL, GLS2, NPAS2, SEC16A, TGM2, SLC25A44, MLXIP, GEMIN8, INPP5D, SCN5A, NSUN5, NFATC1, DUS3L, GLRX, EHD4, KLK6, NF2, NCDN, CCDC69, KRT74, NEB, ARAP3, NFIC	438	12043	20581	1.1744219818102335	0.002203563330249403	2.450804904730042E-4	0.00883516285526964
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	44	9.887640449438202	1.34950519267497E-5	ERBB3, STK11, DNAH17, STK10, STK35, MAPKAPK2, TTN, CAMKK1, NLRC5, MOV10, DHX37, PTK6, DHX34, DHX16, SIK1, DHX30, SIK3, EHD4, KIF3B, MYH1, MYH3, MAP2K3, PIF1, MYLK2, MYH4, PIM2, RAD54L, MCM5, EARS2, DDR1, IKBKE, PNKP, KIF1A, CKM, CSNK1E, HIPK2, MAP3K10, GRK6, DDX31, CDK11B, MAP3K14, SRCAP, EP400, CDC42BPB	436	994	20063	2.036927989958097	0.02623515008703814	0.013204757858570892	0.02315885036002774
UP_SEQ_FEATURE	sequence variant	311	69.88764044943821	2.7012642159252028E-5	CYP24A1, KIAA0556, PNKD, TRMT2A, LTBP4, RUSC1, ADCY6, UTRN, PDLIM3, FSTL4, PGAM2, VPS53, AQP1, CLPTM1L, MC1R, DHX37, INCENP, WDR77, DHX34, BCL7A, CHRNA3, OPA3, MYH1, MYH3, MECP2, ABCC10, BSN, CCDC136, MYH4, MYLK2, ESPL1, PIM2, PNKP, GRB10, HNF4A, PARP12, ABAT, ASPRV1, DEAF1, PUS1, TNRC18, ERBB3, DNAH17, AKAP12, CEP164, PRRC2B, CDC37, ADAP1, URGCP, SERINC2, NMRAL1, HIP1, RHBDF2, MSTO1, ABR, PTPN18, IGFL4, MAP2K3, RHBDF1, ATP11A, RNF207, MCAM, GAS8, TINAGL1, RAD54L, TNNI2, ZNF526, NOP14, BTBD16, YY1AP1, C1ORF64, NUP62, ATP2A1, GRK6, FJX1, PPRC1, CDC42BPB, PPARA, ARSG, FOXA3, TCOF1, FERMT1, SOBP, GLI3, CAMKK1, CDT1, DNAJC11, AEN, SEMA3B, SIK1, FANCA, LAG3, SIK3, CEACAM1, GOLGA3, TUBB3, FBXL18, ARHGEF1, ZNF282, LTBR, ACTA1, POGZ, ZP3, ICAM3, FLOT1, ZNF142, FOSB, FLNC, LDLRAP1, MXD3, CARD11, KIAA1161, FAM167A, CKM, H6PD, CLIC5, MAP3K10, TOP3A, CDK11B, RBM38, ADAM19, FARSA, MAP3K14, WDR46, ADAM15, PRF1, SHROOM2, NKD2, FHL1, HK1, EHF, TRIM16, TRIM15, POLR2A, C12ORF45, NUP214, COL7A1, MDC1, ANKS6, WDR13, COL6A1, DHX16, USP36, MLLT6, FAM71F2, ETV4, PLEC, PPP1R18, SOAT2, RRP12, GPR75, DLGAP4, HSPG2, ATP1A3, MARCH9, ITPR3, DUSP5, PYGM, CSNK1E, RAB36, RBM19, PBX4, DUSP6, PLXNA2, FGF14, TTN, IL17RD, RGL1, NLRC5, KRT80, PDE4A, IFRD2, TUBG2, MCM3AP, BST2, PTPRN2, PNPLA2, SLC22A20, ACTN3, PSD2, NTSR1, EARS2, TNNT3, DDX31, PTGFRN, TNFAIP3, TNFAIP2, EP400, CGNL1, PACS2, ARFGAP3, MYL5, STK11, MYL3, STK10, ITGB4, C14ORF169, SLC38A10, ORAOV1, MAPKAPK2, ABCA3, LLGL2, DOCK1, FBXW8, PELP1, TTYH2, PTK6, UBAP2L, B3GNT3, NDRG2, KRI1, CTRL, AXIN1, GABRE, TBL3, CCM2, TAF6, PIF1, NR4A1, DOCK6, CACNA2D4, PLEKHA4, IKBKE, B3GAT1, DNASE1, P2RX6, SLC4A11, POLD1, PRICKLE3, TSC2, SLC25A19, PABPC1L, PHF8, IER2, E2F1, IER3, IGDCC3, VARS2, CXORF38, ANO1, HR, PIP5K1C, NUP188, CAD, C17ORF53, LGR6, SH2D4A, NFATC2IP, ARHGAP4, POMT2, DES, PCBP4, HOMEZ, LOXL4, SHC1, DLG5, SLC43A1, FAM83F, FTSJ3, SLC43A3, EGR1, SOX13, CCDC88C, STXBP1, SLC9A3R1, MCM5, PADI1, GAK, TUT1, CD3EAP, CLEC16A, UBE2O, EML3, DDR1, DHRS4, ATG4B, TBCD, IPO4, HIPK2, UBD, NGFR, CTSB, ADAMTS14, ABLIM3, TPM2, CCDC57, VARS, CCNJL, GLS2, NPAS2, SEC16A, TGM2, SLC25A44, MLXIP, GEMIN8, INPP5D, SCN5A, NSUN5, NFATC1, DUS3L, GLRX, EHD4, KLK6, NF2, NCDN, SIRT7, CCDC69, KRT74, NEB, ARAP3, NFIC	436	12443	20063	1.150124015049912	0.05182445877857045	0.01758213949009846	0.046351315137127536
GOTERM_CC_DIRECT	GO:0005829~cytosol	109	24.49438202247191	3.553470961796388E-5	GDA, CNOT3, VPS53, PGAM2, TTN, RGL1, NLRC5, PDE4A, INCENP, WDR77, TUBG2, RAPGEF1, ANAPC2, MCM3AP, DFFA, MYH3, MECP2, ESPL1, PNPLA2, ACTN3, BICD1, TNNT3, GRB10, TUBA4A, TNFAIP3, ARFGAP3, MYL5, STK11, MYL3, CEP164, MAPKAPK2, CDC37, MOV10, DOCK1, NMRAL1, PTK6, NDRG2, AXIN1, GIT1, KIF3B, ABR, MAP2K3, MYLPF, DOCK6, TNNI2, IKBKE, PRKAR1B, TSC2, BET1L, GNAZ, IER3, VARS2, FERMT1, PIP5K1C, EDC4, PPIP5K1, CAD, GLI3, CAMKK1, CDT1, ARHGAP4, DES, PCBP4, SHC1, GOLGA3, ARHGEF2, ARHGEF1, ACTA1, STXBP1, FLNC, MORC2, LDLRAP1, PADI1, GAK, UBE2O, CARD11, RAB11FIP3, CKM, ATG4B, TOP3A, GRIP2, RBM38, FARSA, NGFR, MAP3K14, WDR45, WASH1, FHL1, HK1, TPM2, VARS, NPAS2, NUP214, SEC16A, TGM2, GEMIN8, INPP5D, DUS3L, GLRX, NFATC1, PLEC, NCDN, BAIAP2L2, UNC119B, NEB, PYGM, CSNK1E, ARAP3, DUSP6	415	3315	18224	1.4439048501699103	0.01320229253462668	0.006623078854066988	0.04906788619174485
UP_KEYWORDS	Disease mutation	84	18.876404494382022	4.26885359805665E-5	CYP24A1, ATP5E, VARS2, FGF14, PNKD, LTBP4, ADCY6, TCOF1, HR, FERMT1, PIP5K1C, PGAM2, VPS53, CBX2, CAD, TTN, IL17RD, GLI3, SPRY4, CDT1, DES, MC1R, SIK1, FANCA, TUBB3, OPA3, POGZ, ACTA1, CCDC88C, MYH3, MECP2, STXBP1, MYLK2, PNPLA2, SLC9A3R1, FLNC, LDLRAP1, MORC2, EARS2, TNNT3, CARD11, PNKP, KIF1A, HNF4A, H6PD, ABAT, TNFAIP3, NHP2, DEAF1, PRF1, PUS1, MYL3, STK11, FHL1, ITGB4, HK1, CEP164, TPM2, ABCA3, COL7A1, ANKS6, COL6A1, SCN5A, AXIN1, PLEC, RHBDF2, CCM2, NF2, ESRRB, MAP2K3, ATP1A3, HSPG2, TNNI2, KCNJ5, SLC4A11, KRT74, PYGM, NUP62, POLD1, ATP2A1, TSC2, SLC25A19, PHF8, DUSP6	438	2550	20581	1.5478592532903572	0.014409585733611396	0.001450388372161382	0.05811690643579004
UP_SEQ_FEATURE	zinc finger region:C4-type	10	2.247191011235955	8.523757332144166E-5	GIT1, ARFGAP3, FHL1, POLD1, TOP3A, BSN, ARAP3, MLLT6, AGAP3, ADAP1	436	84	20063	5.478101791175186	0.15458291045749895	0.041112282716483595	0.14619137219228362
GOTERM_MF_DIRECT	GO:0005515~protein binding	245	55.0561797752809	1.0292729279943754E-4	PNKD, LTBP4, RUSC1, ADCY6, UTRN, PDLIM3, VPS53, INTS3, AQP1, SIN3B, MC1R, INCENP, WDR77, BCL7A, GNG4, DHX30, RAPGEF1, MYH1, MECP2, MYLK2, ESPL1, PIM2, PNKP, PITPNM1, GRB10, HNF4A, RAB15, TUBA4A, SUPT6H, DEAF1, ERBB3, AKAP12, CEP164, BOP1, PRRC2B, CDC37, ADAP1, JRK, LIF, MOV10, FCHO1, HIP1, GIT1, KIF3B, PTPN18, MAP2K3, ATP11A, RNF207, TINAGL1, RAD54L, TNNI2, KCNJ5, YY1AP1, NUP62, ATP2A1, GRK6, PPARA, ELF4, TCOF1, GLI3, CAMKK1, CDT1, AEN, DNAJC11, USP11, SIK1, FANCA, ZFYVE1, GOLGA3, TUBB3, CEACAM1, SIK3, ARHGEF2, ARHGEF1, LTBR, ACTA1, POGZ, ZP3, ICAM3, FLOT1, RPH3AL, FLNC, LDLRAP1, MXD3, CARD11, FAM167A, RAB11FIP3, CKM, CLIC5, TOP3A, RIN1, CDK11B, FARSA, MAP3K14, SRCAP, NHP2, ADAM15, MON1A, PRF1, SHROOM2, NKD2, WASH1, FHL1, HK1, TRIM16, TRIM15, POLR2A, NUP214, COL7A1, MDC1, ANKS6, C19ORF66, BCL3, DHX16, MLLT6, ETV4, PLEC, PPP1R18, DLGAP4, HSPG2, ITPR3, SLC16A3, DUSP5, PHF19, DUSP2, PYGM, CSNK1E, TOM1L2, PBX4, FGF14, PDGFA, PLXNA2, RBM15B, CNOT3, CBX2, TXLNA, TTN, NLRC5, KRT80, PDE4A, CTDSP2, IFRD2, IMP4, BST2, DFFA, FIBCD1, ACTN3, NTSR1, BICD1, LAT2, SNRPA, DDX31, PTGFRN, TNFAIP3, EP400, ARFGAP3, SSH1, STK11, TNFRSF12A, STK10, ITGB4, C14ORF169, MAPKAPK2, LLGL2, FBXW8, DOCK1, PELP1, TTYH2, PTK6, HOXA9, UBAP2L, NDRG2, AXIN1, TBL3, TESC, CCM2, TBC1D2B, S100P, TAF6, ARID3B, NR4A1, PPIF, LAT, IKBKE, DNASE1, PRKAR1B, POLD1, PRICKLE3, TSC2, PHF8, E2F1, IER3, FOXK1, ANO1, PIP5K1C, EDC4, LGR6, SPRY4, SH2D4A, ARHGAP4, PCGF2, DES, LOXL4, SHC1, DLG5, FTSJ3, EGR1, SOX13, STXBP1, SLC9A3R1, MCM5, GAK, TUT1, UBE2O, FAM134C, DDR1, KLHL18, ATG4B, IPO4, TBCD, HIPK2, UBD, NGFR, CTSB, CPSF4, ABLIM3, CCDC57, VARS, GLS2, NPAS2, SEC16A, TGM2, GEMIN8, INPP5D, SCN5A, NFATC1, EHD4, KLK6, NF2, NCDN, UNC119B, SIRT7, NEB, ARAP3, TBL1X	399	8785	16881	1.1799119312224786	0.06037480979399368	0.020544106631218417	0.15208054522505288
GOTERM_CC_DIRECT	GO:0005730~nucleolus	38	8.539325842696629	1.4216428418334693E-4	DEAF1, RBM15B, STK35, TCOF1, C14ORF169, BOP1, POLR2A, DHX37, PELP1, AEN, HOMEZ, USP36, KRI1, IMP4, FTSJ3, GOLGA3, ETV4, NSUN5, KLK6, TBL3, RRP12, NF2, HN1, SIRT7, ITPR3, TUT1, CD3EAP, NOP14, PNKP, DDX31, UBD, SNRPA, RBM19, CTSB, NFIC, NHP2, PHF8, WDR46	415	857	18224	1.9471454077687644	0.051784253611117714	0.017568253975370873	0.19617265794599215
GOTERM_BP_DIRECT	GO:0006936~muscle contraction	11	2.4719101123595504	2.0538046000379473E-4	DES, P2RX6, MYL5, MYH1, ACTA1, UTRN, MYH4, MYLPF, ACTN3, TPM2, TTN	394	107	16792	4.381422268608568	0.31907717586853424	0.17481952026755643	0.3497882813054187
UP_SEQ_FEATURE	binding site:ATP	27	6.067415730337078	2.3158792487063426E-4	VARS2, STK11, ERBB3, STK10, STK35, MAPKAPK2, TTN, VARS, CAMKK1, PTK6, SIK1, SIK3, EHD4, MAP2K3, MYLK2, PIM2, EARS2, DDR1, IKBKE, CKM, CSNK1E, HIPK2, GRK6, MAP3K10, CDK11B, MAP3K14, CDC42BPB	436	558	20063	2.2265833086712044	0.3663642703794888	0.08721618315318191	0.396728219122211
GOTERM_CC_DIRECT	GO:0005634~nucleus	157	35.28089887640449	2.6501686580055123E-4	CYP24A1, KIAA0556, FGF14, PNKD, RUSC1, CNOT3, PGAM2, CBX2, INTS3, AQP1, NLRC5, SIN3B, PVALB, WDR77, DHX34, DHX30, IFRD2, MCM3AP, DFFA, MECP2, BSN, MYLK2, ESPL1, PISD, PNKP, PARP12, HNF4A, TNFAIP3, ZNF586, SUPT6H, DEAF1, TNRC18, PUS1, STK11, ITGB4, C14ORF169, BOP1, MAPKAPK2, ADAP1, URGCP, JRK, DOCK1, PELP1, NMRAL1, PTK6, HOXA9, HIP1, AXIN1, TESC, TBL3, S100P, PTPN18, TAF6, ESRRB, ARID3B, NR4A1, MCAM, ZNF585A, RAD54L, ZNF526, TNNI2, NOP14, IKBKE, DNASE1, BTBD16, YY1AP1, HOXB8, R3HDM4, POLD1, TSC2, PPRC1, SLC25A19, PHF8, E2F1, IER2, IER3, PPARA, FOXK1, FOXA3, ELF4, TCOF1, HR, SOBP, EDC4, PIP5K1C, CAD, GLI3, CAMKK1, CDT1, NFATC2IP, PCGF2, AEN, HOMEZ, USP11, SIK1, FANCA, FTSJ3, TUBB3, GOLGA3, EGR1, ZNF282, POGZ, SOX13, EGR4, ZNF142, HN1, FOSB, SLC9A3R1, MORC2, MXD3, MCM5, TUT1, CD3EAP, UBE2O, DHRS4, CLIC5, HIPK2, TOP3A, UBD, CDK11B, RBM38, NGFR, SRCAP, ZNF275, FHL1, EHF, CCNJL, POLR2A, NPAS2, NUP214, MARVELD1, MDC1, C19ORF66, HMGXB3, DHX16, BCL3, USP36, GEMIN8, MLXIP, MLLT6, ETV4, FAM71F2, NSUN5, NFATC1, EHD4, GLRX, NF2, NCDN, ATP1A3, DUSP2, PTP4A3, CSNK1E, RBM19, DENND4B, TBL1X, NFIC, PBX4	415	5415	18224	1.2732005028423947	0.09437452723624307	0.02447779936741612	0.36540948282516306
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	91	20.44943820224719	2.6522422383801366E-4	IER2, E2F1, CYP24A1, PPARA, KIAA0556, ELF4, RBM15B, UTRN, HR, PPIP5K1, EDC4, CBX2, CAD, INTS3, IL17RD, GLI3, CDT1, SIN3B, PCGF2, DHX37, INCENP, AEN, WDR77, CTDSP2, FANCA, IMP4, GOLGA3, EGR1, MCM3AP, ANAPC2, SOX13, POGZ, DFFA, STXBP1, MCM5, CD3EAP, PNKP, RAB11FIP3, HNF4A, HIPK2, TOP3A, SNRPA, CPSF4, NGFR, NHP2, EP400, WDR46, DEAF1, SSH1, TNRC18, STK11, C14ORF169, CEP164, EHF, BOP1, MAPKAPK2, LLGL2, POLR2A, NPAS2, NUP214, TRIM66, DOCK1, PELP1, MDC1, PTK6, WDR13, BCL3, DHX16, NDRG2, ETV4, NFATC1, KLK6, TBL3, PCIF1, TAF6, ESRRB, MAP2K3, NR4A1, ARID3B, ITPR3, RAD54L, NOP14, DUSP5, PHF19, CSNK1E, POLD1, PPRC1, RBM19, TBL1X, PHF8, DUSP6	415	2784	18224	1.4353829109541614	0.09444477611818858	0.01964585806062924	0.3656949058346459
GOTERM_MF_DIRECT	GO:0003779~actin binding	18	4.044943820224719	3.3940615538750906E-4	PPP1R18, SHROOM2, SSH1, NF2, MYH1, WASH1, RUSC1, ABLIM3, UTRN, MYH4, ACTN3, TPM2, TNNI2, TNNT3, DNASE1, NEB, CEACAM1, PLEC	399	278	16881	2.7393844323037806	0.1856585904404756	0.05004806909233306	0.5006741376507917
UP_KEYWORDS	Nucleus	144	32.359550561797754	3.6958819644203474E-4	FGF14, PNKD, RUSC1, RBM15B, STK35, CNOT3, CBX2, INTS3, TTN, SIN3B, INCENP, WDR77, CTDSP2, IMP4, MCM3AP, MECP2, ESPL1, PNKP, PARP12, HNF4A, SNRPA, DDX31, TNFAIP3, EP400, ZNF586, SUPT6H, DEAF1, PUS1, STK11, C14ORF169, CEP164, BOP1, MAPKAPK2, ADAP1, URGCP, JRK, TRIM66, PELP1, NMRAL1, PTK6, HOXA9, HIP1, AXIN1, TESC, TBL3, S100P, PTPN18, PCIF1, TAF6, ESRRB, PIF1, ARID3B, NR4A1, ZNF585A, RAD54L, ZNF526, NOP14, IKBKE, DNASE1, YY1AP1, NUP62, HOXB8, R3HDM4, POLD1, PPRC1, PHF8, E2F1, IER2, PPARA, FOXK1, FOXA3, ELF4, TCOF1, HR, EDC4, PIP5K1C, NUP188, CAD, GLI3, CAMKK1, CDT1, NFATC2IP, PCGF2, AEN, HOMEZ, USP11, SIK1, FANCA, FTSJ3, EGR1, ZNF282, POGZ, SOX13, EGR4, ZNF142, HN1, FOSB, MORC2, MXD3, MCM5, TUT1, CD3EAP, UBE2O, DHRS4, IPO4, HIPK2, UBD, CDK11B, RBM38, CPSF4, NHP2, SRCAP, WDR46, ZNF275, FHL1, EHF, POLR2A, NPAS2, NUP214, MARVELD1, MDC1, C19ORF66, WDR13, HMGXB3, DHX16, BCL3, USP36, GEMIN8, MLXIP, MLLT6, ETV4, NFATC1, KLK6, RRP12, NF2, SIRT7, DUSP5, DUSP2, PHF19, CSNK1E, RBM19, TBL1X, NFIC, PBX4	438	5244	20581	1.2903043791730666	0.11810582550292414	0.011360720751840137	0.5021273810641658
UP_KEYWORDS	Acetylation	101	22.696629213483146	4.011550440940823E-4	PITPNA, VPS53, INTS3, PVALB, MCM3AP, DFFA, PTPRN2, MECP2, MYLK2, ACTN3, EARS2, TNNT3, PNKP, HNF4A, SNRPA, ABAT, TUBA4A, TNFAIP3, EP400, SUPT6H, SSH1, STK11, C14ORF169, ORAOV1, CDC37, ADAP1, MOV10, FBXW8, PELP1, UBAP2L, NDRG2, KIF3B, TBL3, ESRRB, MAP2K3, NR4A1, ARID3B, KCTD2, TNNI2, PPIF, ATP13A1, NUP62, PABPC1L, IER2, E2F1, ATP5E, FOXK1, TCOF1, PIP5K1C, EDC4, CAD, NUP188, GLI3, SPRY4, DNAJC11, USP11, SHC1, GOLGA3, FAM83F, ARHGEF2, ACTA1, HN1, SLC9A3R1, MORC2, LDLRAP1, MCM5, GAK, CD3EAP, EML3, FAM134C, DHRS4, ATG4B, IPO4, RIN1, UBD, FARSA, CTSB, ABLIM3, FHL1, HK1, TPM2, VARS, POLR2A, GLS2, NUP214, MARVELD1, MDC1, C19ORF66, TGM2, WDR13, MLXIP, NSUN5, EHD4, GLRX, DUS3L, PLEC, PPP1R18, NCDN, UNC119B, PYGM, NFIC	438	3424	20581	1.386053455596808	0.12752395391244642	0.011303964569861491	0.5449060449634779
UP_KEYWORDS	Kinase	31	6.96629213483146	5.237967767569435E-4	ERBB3, STK11, STK10, STK35, HK1, PPIP5K1, PIP5K1C, MAPKAPK2, TTN, CAMKK1, PTK6, SIK1, SIK3, GIT1, MAP2K3, MYLK2, PIM2, GAK, DDR1, IKBKE, PNKP, CKM, CSNK1E, PRKAR1B, HIPK2, GRK6, MAP3K10, CDK2AP2, CDK11B, MAP3K14, CDC42BPB	438	735	20581	1.9818314540428044	0.16317270015989016	0.01360943216935806	0.7109456214625665
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	150	33.70786516853933	6.384616755092852E-4	KIAA0556, PITPNA, UTRN, STK35, PDLIM3, TXLNA, AQP1, NLRC5, SIN3B, KRT80, PVALB, DHX37, WDR77, DHX30, MCM3AP, BST2, DFFA, MYLK2, ESPL1, PNPLA2, PIM2, EARS2, PITPNM1, GRB10, HNF4A, SNRPA, RAB15, C15ORF62, TNFAIP3, DEAF1, ARFGAP3, TNRC18, SSH1, STK11, DNAH17, STK10, AKAP12, CDC42SE1, BOP1, MAPKAPK2, CDC37, ADAP1, URGCP, LLGL2, JRK, LIF, FBXW8, DOCK1, PELP1, NMRAL1, PTK6, HOXA9, UBAP2L, NDRG2, HIP1, AXIN1, GIT1, TESC, CCM2, MSTO1, S100P, PTPN18, TAF6, MAP2K3, NR4A1, KCTD2, TINAGL1, DOCK6, PLEKHA4, IKBKE, YY1AP1, P2RX6, NUP62, POLD1, TSC2, CDC42BPB, IER2, ANO1, TCOF1, PPIP5K1, EDC4, GLI3, SPRY4, SH2D4A, ARHGAP4, NFATC2IP, HOMEZ, USP11, KLHL21, DLG5, SIK1, FANCA, AGAP3, TUBB3, SIK3, EGR1, ARHGEF2, ARHGEF1, POGZ, CCDC88C, ZP3, RPH3AL, STXBP1, FLNC, SLC9A3R1, MORC2, EML6, CD3EAP, UBE2O, CARD11, EML3, ATG4B, IPO4, CLIC5, TBCD, HIPK2, MAP3K10, UBD, RIN1, CDK11B, FARSA, MAP3K14, NHP2, SHROOM2, ABLIM3, FHL1, TRIM16, NPAS2, MARVELD1, ANKS6, C19ORF66, SEC16A, WDR13, DHX16, BCL3, GEMIN8, PLEC, NFATC1, KLK6, PPP1R18, NF2, SIRT7, ITPR3, KRT74, PTP4A3, PYGM, CSNK1E, RBM19, ARAP3, DUSP6	415	5222	18224	1.2613917946777535	0.21247560149264233	0.03902814190589332	0.8782191439699272
GOTERM_CC_DIRECT	GO:0042383~sarcolemma	9	2.0224719101123596	6.934173964788892E-4	DES, UTRN, FLOT1, ATP1A3, COL6A1, FLNC, AQP1, SCN5A, PLEC	415	85	18224	4.6496385542168674	0.22850729485960497	0.03638279338597694	0.9534766513730197
UP_SEQ_FEATURE	compositionally biased region:Pro-rich	38	8.539325842696629	7.551571257304514E-4	DEAF1, TNRC18, FOXK1, WASH1, ADAMTS14, LTBP4, CNOT3, SOBP, MAPKAPK2, TTN, TRIM66, PELP1, MDC1, HOMEZ, SEC16A, BCL3, SHC1, INPP5D, DLG5, MLLT6, FCHO1, GOLGA3, C17ORF96, SOX13, POGZ, MECP2, MARCH9, ZNF526, PLEKHA4, RAB11FIP3, TMEM163, PPRC1, FJX1, SNRPA, RIN1, PABPC1L, ARAP3, SRCAP	436	978	20063	1.7879448790829442	0.7742261690914622	0.21966886824777065	1.2881865598587727
INTERPRO	IPR008271:Serine/threonine-protein kinase, active site	18	4.044943820224719	7.602888155435732E-4	STK11, STK10, MAP2K3, STK35, MYLK2, MAPKAPK2, PIM2, CAMKK1, GAK, CSNK1E, HIPK2, MAP3K10, GRK6, CDK11B, SIK1, MAP3K14, SIK3, CDC42BPB	419	312	18559	2.5553974664953185	0.49026897367555067	0.49026897367555067	1.1761740666062837
GOTERM_CC_DIRECT	GO:0031965~nuclear membrane	15	3.3707865168539324	7.841344612281753E-4	KLK6, MCM3AP, RRP12, TNRC18, ELF4, NR4A1, HN1, AQP1, SLC16A3, KIAA1161, DHRS4, NUP62, AEN, IPO4, PHF8	415	229	18224	2.8764139527542483	0.2542622847545749	0.03600836914296879	1.0775905385533968
